N,DCT2 Time,My DCT2 Time
2,0.00011086463928222656,9.679794311523438e-05
4,0.000118255615234375,0.0003502368927001953
8,0.00010991096496582031,0.002133607864379883
16,8.416175842285156e-05,0.016197681427001953
32,0.0001518726348876953,0.11386585235595703
64,0.00013399124145507812,0.4943840503692627
128,0.00019431114196777344,3.6316864490509033
256,0.0009114742279052734,28.682446718215942
512,0.0060405731201171875,255.39494514465332
1024,0.024435043334960938,1969.5171360969543
